clienteid,produtoid,distribuidorid,dataid,quantidadevendida,faturamento,custofrete
45,61,23,303,74,308.48,4.41
2,87,25,1639,3,22.72,1.55
9,62,24,134,82,7654.42,135.56
9,68,17,1314,66,2463.75,142.78
21,85,16,1347,46,1950.06,163.58
19,17,10,1750,77,3706.60,61.57
17,73,21,122,21,882.46,26.05
28,54,22,428,53,4059.56,87.57
24,89,13,1729,89,3377.30,55.94
15,81,29,902,89,5795.36,66.77
39,81,9,172,62,2058.22,118.36
21,37,15,1730,81,3239.24,56.67
22,36,27,931,43,633.41,29.38
21,78,14,664,11,100.34,3.19
42,24,24,1107,51,2241.88,154.41
41,45,9,1162,69,5336.07,227.63
36,38,9,1301,19,418.52,3.67
29,26,4,1269,79,4617.00,258.67
47,14,19,885,4,221.28,12.73
47,75,17,1458,94,5781.49,67.42
29,34,25,1651,49,3356.87,35.30
3,59,23,1033,74,6135.75,564.95
6,89,15,554,61,2246.96,50.09
17,13,24,790,37,3658.46,59.89
14,71,29,1628,52,4451.49,307.82
14,100,9,950,52,1352.26,84.88
38,17,4,530,80,5884.05,566.05
9,66,3,1273,46,784.46,42.82
39,71,4,1266,55,2430.57,149.12
11,93,26,1716,100,2069.14,57.43
16,62,15,755,92,4992.78,192.50
8,39,26,283,96,7153.38,348.56
4,46,20,577,51,2546.12,170.74
38,28,19,1734,91,8784.27,99.93
7,80,29,1640,48,857.15,36.72
15,73,17,1481,46,4185.39,15.31
30,22,13,494,78,6539.49,400.20
41,49,11,1296,35,2708.95,55.09
15,67,27,744,79,3699.21,11.81
46,30,18,313,81,7485.81,689.17
6,90,21,1390,85,7918.02,608.91
5,56,5,1783,20,602.35,0.48
15,40,8,1315,21,1415.54,28.84
18,87,16,195,62,1014.63,59.74
25,77,21,1302,59,4191.16,16.06
28,72,29,514,58,508.06,29.26
38,84,6,567,45,998.51,87.74
18,20,5,1113,1,96.82,8.92
50,34,25,941,41,2946.37,147.49
7,95,19,1616,55,2982.22,266.34
13,56,17,730,89,3131.65,208.09
33,35,19,1633,8,686.33,61.73
24,2,10,1262,66,331.38,4.48
9,41,17,262,2,170.89,12.94
8,62,13,1754,38,3750.51,294.13
38,86,4,978,39,3686.61,223.81
21,19,17,206,13,1179.01,90.16
50,37,17,922,60,3256.94,232.42
35,65,25,163,14,426.37,21.80
12,38,30,643,91,6236.84,391.28
47,97,24,725,7,475.26,6.80
39,65,9,772,43,1716.16,4.86
49,97,27,761,94,8865.05,745.42
48,61,9,1398,73,4380.47,398.72
28,45,23,855,87,890.21,54.75
15,77,8,198,1,5.05,0.09
5,22,5,1379,94,440.51,4.70
36,78,30,755,68,2283.75,71.50
45,71,30,791,37,3267.02,140.69
2,30,26,709,27,1034.44,26.54
14,78,17,1428,58,2198.78,10.06
50,33,20,648,82,4937.81,430.35
18,98,19,353,37,1388.50,99.05
20,58,25,1083,53,4606.91,217.94
17,28,11,1152,4,105.09,2.59
33,36,16,759,66,3853.26,222.24
21,84,11,235,74,6881.53,320.52
43,4,15,1549,59,5289.62,185.84
4,91,25,1452,31,2988.75,169.06
18,40,6,1432,100,1831.70,64.99
14,72,24,702,30,2696.26,170.72
43,19,10,371,53,3407.43,308.83
23,61,14,700,94,2618.98,247.82
28,68,9,1260,32,747.62,58.03
18,86,11,1781,39,228.07,11.02
50,100,25,633,78,4938.63,234.19
6,80,21,742,90,7571.93,744.77
31,89,13,353,94,2249.98,47.96
34,42,9,454,11,616.10,20.15
6,96,6,133,27,214.92,20.05
3,67,22,1122,22,973.07,95.22
31,70,18,1501,96,2131.06,66.44
42,33,22,205,62,2876.02,126.35
30,65,14,404,61,4857.02,411.07
41,45,26,306,47,2420.11,5.09
19,91,9,1035,79,507.76,48.35
35,69,10,1016,64,5053.42,279.58
2,22,13,564,41,146.06,0.66
16,56,11,1562,75,6843.57,109.01
19,74,22,383,99,5410.64,282.96
5,68,23,845,91,7641.75,43.06
35,96,8,130,94,7091.48,503.42
27,34,6,1278,93,7977.14,554.07
33,94,7,431,94,5882.93,75.24
27,93,8,801,14,317.82,1.27
5,34,20,906,38,2441.64,229.25
10,66,25,905,5,196.69,9.30
24,10,25,1708,84,2124.27,40.11
30,99,30,1707,18,1376.97,119.21
28,17,27,256,68,1868.23,141.29
32,11,20,958,39,749.95,52.04
26,90,28,1526,64,1129.56,9.47
18,41,7,909,48,970.84,53.57
45,91,16,614,38,1202.93,65.48
4,92,4,564,91,2615.62,125.27
34,18,1,1500,99,6798.98,567.69
4,91,1,577,58,4418.83,87.96
50,15,24,691,65,4203.29,10.62
41,80,21,525,19,915.57,11.08
5,98,13,326,94,9200.25,782.63
50,80,27,1728,84,492.30,20.10
6,33,25,1205,97,6059.55,368.98
4,8,18,439,79,4091.17,101.99
29,95,29,1172,43,2057.96,201.57
47,4,17,895,53,4116.32,374.08
37,63,1,94,90,7822.78,460.55
40,20,28,917,28,991.81,41.60
40,90,9,1752,80,57.49,1.74
49,49,6,768,71,2194.17,134.42
39,11,1,14,97,462.86,26.41
25,8,13,248,89,3256.52,186.84
28,26,15,496,2,6.43,0.27
46,45,18,1086,46,4195.21,219.14
45,91,27,1176,40,173.54,13.95
37,80,3,181,5,419.52,30.02
23,62,29,289,57,4215.19,147.39
5,77,28,60,62,2480.00,26.20
46,2,30,586,47,55.89,2.63
29,23,24,1548,7,699.32,48.07
5,85,24,72,90,832.28,24.53
15,72,14,135,21,248.99,9.30
12,46,17,577,82,4365.12,153.73
48,17,22,1067,90,2882.24,131.82
22,63,30,875,1,40.86,1.04
33,83,3,59,67,4421.43,379.56
3,60,1,1820,15,512.59,8.50
13,78,28,526,61,2251.82,143.61
1,63,16,312,64,325.07,19.11
37,32,5,94,12,580.59,39.26
2,25,28,1610,74,686.98,65.57
16,50,27,549,67,1684.10,152.07
36,23,17,1418,7,116.89,10.03
13,38,29,1463,64,744.59,9.55
32,69,25,171,31,1416.73,139.17
34,38,1,284,81,1453.36,5.43
37,94,2,658,11,1036.23,45.08
49,41,2,587,17,205.29,2.11
13,19,13,1336,77,5910.02,455.41
18,28,28,1091,39,2355.31,102.68
11,74,9,1019,95,3559.38,227.64
19,52,22,1004,81,4290.92,37.65
8,98,4,1664,87,7405.22,327.25
13,51,6,150,63,2473.86,162.17
11,24,17,1570,73,6650.09,119.72
19,12,16,1270,15,796.70,68.97
28,84,13,998,91,7211.32,578.12
3,33,18,828,43,1729.81,159.06
36,24,3,1749,78,4458.71,439.38
11,97,30,1347,36,1401.93,1.34
14,10,20,1290,23,2079.08,156.72
25,49,8,1481,85,2109.87,89.88
38,53,14,732,19,1495.95,95.79
26,1,7,964,4,225.34,3.95
47,2,14,197,42,1538.91,124.15
15,9,6,322,10,729.77,18.78
20,87,20,1795,41,765.76,6.78
41,42,24,1785,24,1529.89,134.63
20,90,25,767,23,2040.25,183.03
33,57,25,243,99,6725.07,390.32
3,91,25,779,55,4632.04,135.77
47,69,1,1217,49,1563.27,139.66
4,97,22,727,10,366.57,21.07
32,63,13,1767,92,315.17,26.80
28,4,26,743,43,2385.95,181.09
30,83,30,751,5,130.13,9.12
27,16,19,1584,39,1552.07,94.15
2,18,30,57,31,2545.54,205.51
38,6,10,1005,68,2038.41,141.52
35,85,2,375,13,852.82,33.15
18,66,1,1632,39,3166.50,278.79
11,47,16,440,43,3287.27,237.66
20,35,10,832,15,509.36,23.09
14,28,22,722,28,1385.08,102.65
26,26,8,416,49,4417.78,385.69
27,55,8,312,25,2156.68,24.06
23,25,6,246,71,3690.68,296.77
49,91,20,494,82,7147.65,271.63
6,46,25,97,52,3591.36,300.57
47,99,5,1219,37,2945.33,204.61
7,9,11,49,73,2626.17,212.89
26,52,21,990,33,297.35,8.07
46,76,18,238,78,7698.43,691.96
16,12,10,19,64,4330.41,123.84
25,85,28,251,26,1425.51,86.73
2,96,16,865,43,698.46,22.28
2,77,16,4,41,831.22,74.33
11,24,27,644,54,2201.64,15.69
46,19,21,205,32,535.61,16.40
6,99,3,1024,36,2617.79,113.52
36,19,11,1206,13,558.85,18.08
46,21,24,601,81,7424.11,575.91
23,14,10,659,80,2484.02,110.68
40,56,12,1615,43,1859.62,34.63
12,18,15,1576,90,8118.45,281.42
33,41,28,1738,1,76.99,6.86
15,13,6,1165,27,1438.68,42.57
19,30,8,1320,19,7.85,0.03
50,52,4,742,23,1118.39,58.07
36,97,15,748,84,7193.20,325.61
30,61,1,1417,78,4941.53,202.01
38,72,6,299,58,2549.22,92.91
3,25,24,533,31,656.62,30.67
16,16,17,596,71,2114.71,91.77
32,24,18,1226,24,1786.84,53.02
37,17,28,1548,16,375.86,5.15
32,63,1,241,53,676.53,31.65
30,10,12,655,60,2942.49,183.26
46,2,20,102,86,6533.58,136.20
13,22,29,831,86,2920.80,146.69
6,81,19,769,29,705.11,66.27
18,85,17,194,36,52.51,0.11
25,75,19,1757,39,2247.43,210.14
25,57,13,1678,44,3625.06,44.93
31,59,25,1826,35,2503.21,108.82
47,53,27,838,69,67.35,2.38
21,10,7,1569,37,2465.26,200.71
10,1,21,1647,77,6441.00,344.79
17,64,14,1062,86,46.33,1.24
2,89,15,359,79,5166.18,103.09
9,79,28,951,85,3117.88,188.26
21,28,5,574,48,3956.36,363.86
21,91,5,1665,33,2148.83,48.34
37,52,5,1091,37,1760.18,22.62
29,96,4,1537,43,2999.24,0.78
7,61,13,175,97,193.12,6.63
30,3,9,616,34,3024.97,278.43
50,72,13,1007,58,1492.12,93.83
12,43,4,699,26,2339.49,15.33
39,47,2,241,40,2471.17,55.82
43,59,22,632,89,591.04,53.47
14,77,13,619,21,297.41,7.56
35,68,8,702,30,1746.52,88.12
8,17,27,1823,25,145.36,11.90
21,82,15,1368,48,587.58,3.20
12,1,18,290,87,3199.82,220.83
27,18,17,655,34,597.55,10.28
18,45,15,1689,76,4014.54,32.87
48,21,15,1730,5,57.53,3.54
16,34,5,880,32,1119.74,109.47
27,1,25,1489,92,4147.83,404.73
27,62,19,824,70,3701.09,177.40
39,27,29,208,92,4224.31,247.09
23,51,9,1090,78,6980.02,459.43
30,43,5,1323,38,3095.89,190.27
27,39,8,1645,81,7601.11,515.78
22,18,28,317,40,1938.87,47.26
2,73,2,1456,37,3330.73,324.36
49,46,14,754,48,1332.94,92.60
6,49,17,1339,16,778.38,72.76
9,1,7,1111,96,5616.71,125.14
7,75,27,424,80,3316.47,212.19
20,94,4,309,46,4499.99,200.17
22,19,14,765,55,4412.95,305.46
39,58,21,534,75,1675.38,30.53
6,19,21,1527,96,5229.67,277.44
45,53,28,729,92,4491.77,8.17
5,64,8,889,85,5928.15,298.66
49,86,6,1523,69,5414.66,231.96
27,39,20,23,80,4453.95,96.92
5,82,20,1633,95,40.85,1.13
49,94,29,609,1,16.28,0.82
14,91,13,182,11,862.50,9.32
47,46,16,1338,50,4285.88,346.74
44,23,30,815,87,6462.59,376.06
15,63,13,341,96,5685.05,300.13
42,89,14,1341,66,4505.22,204.32
45,40,17,912,49,1398.22,65.15
40,52,7,758,34,98.89,3.02
31,59,21,923,32,2823.82,275.32
33,35,7,422,32,609.21,45.19
26,64,29,170,1,20.14,0.81
31,67,2,811,61,95.94,5.78
22,32,8,1049,12,1185.38,44.06
3,71,19,93,95,6552.96,307.07
50,95,24,954,62,46.22,2.58
25,32,11,149,84,5837.99,298.33
47,19,30,1212,72,903.45,45.81
37,51,26,1250,33,1027.43,43.07
17,34,2,30,35,3485.64,298.79
46,40,10,1563,60,3080.17,294.88
4,37,27,373,88,4229.96,37.04
25,54,11,1695,26,1016.69,31.78
21,2,8,750,84,8110.28,3.76
45,60,28,579,14,264.28,0.58
33,17,6,1738,89,4321.69,256.56
1,87,3,519,87,2723.92,126.89
42,17,15,709,14,299.19,0.55
34,51,16,1320,40,3403.70,109.13
20,20,10,864,44,3739.95,268.95
50,25,10,951,57,3014.20,196.95
9,24,20,1257,80,1739.76,110.52
6,77,8,416,75,1137.26,38.78
43,90,23,120,98,6215.74,302.16
28,59,9,1549,26,1587.82,30.70
35,93,21,1364,52,3336.13,326.92
17,44,12,235,2,126.13,7.98
27,28,2,1445,41,3880.10,171.04
25,13,14,1734,91,5997.50,585.58
14,50,17,198,38,3676.08,41.44
13,59,20,805,80,3779.96,58.18
6,94,13,1108,29,1586.06,109.50
5,61,4,1763,74,6690.52,135.37
22,22,7,1453,100,7733.46,639.33
18,60,16,506,80,2213.54,119.82
38,88,3,1730,33,5.11,0.13
31,91,26,650,37,243.30,11.78
41,6,6,1239,9,7.13,0.32
25,47,4,337,24,2117.44,45.82
26,8,27,347,30,2771.27,191.98
31,49,8,1762,96,953.39,86.71
44,49,6,588,19,538.03,16.43
36,70,24,740,35,992.59,48.50
36,33,14,719,80,3408.71,167.73
41,67,11,906,11,496.44,5.43
18,91,3,1323,70,5991.08,266.79
20,8,27,922,61,5719.14,345.49
29,45,19,1075,35,2930.80,225.68
1,29,20,868,4,259.87,21.24
7,64,21,1098,7,356.88,0.69
38,3,5,378,46,1857.19,184.73
22,97,14,1419,8,6.34,0.36
27,10,17,162,76,2682.80,47.27
48,63,10,1366,58,76.78,6.93
35,2,15,1653,34,2238.28,130.80
49,69,23,1472,10,520.93,14.22
7,38,26,578,10,218.92,7.01
16,1,17,170,18,1290.34,57.35
13,15,29,129,11,568.53,24.75
39,49,14,691,91,6594.39,103.22
30,69,4,118,26,1799.92,141.12
4,18,3,1210,38,2456.57,28.64
47,81,15,611,63,3869.97,137.04
44,57,15,954,18,370.33,36.95
37,5,28,132,60,821.86,64.89
49,71,12,315,58,486.81,46.36
11,15,18,749,52,881.07,20.36
36,62,30,182,17,444.05,31.99
44,16,5,171,18,45.32,1.34
36,38,25,29,87,5237.64,514.07
17,11,26,601,52,2121.02,146.22
38,84,21,1120,53,5291.32,403.19
4,13,21,1736,22,1021.82,41.37
12,32,3,59,93,1904.02,67.05
3,65,19,1732,41,301.05,5.47
12,1,6,302,44,55.73,3.42
42,36,28,554,66,5592.92,322.62
5,76,5,1135,91,5137.59,178.68
46,41,7,319,64,5263.11,483.14
30,28,21,349,36,2323.22,154.57
39,22,26,1043,64,4771.22,333.52
31,53,22,757,55,1177.84,35.83
26,58,10,686,53,4148.36,293.18
47,20,7,682,94,4568.12,151.20
49,90,13,778,38,2404.89,161.82
48,5,26,1159,52,506.04,45.94
38,61,20,486,89,1495.61,118.56
13,22,20,9,83,3045.06,246.39
11,83,2,1335,21,670.10,27.13
34,15,3,752,78,1548.20,23.00
13,20,8,564,43,2829.07,132.96
1,77,11,1415,45,4227.21,192.28
34,54,6,1446,43,2569.17,64.11
20,5,30,245,13,311.46,14.03
29,70,1,1804,89,3362.41,225.67
30,32,12,832,85,7295.87,55.65
42,46,2,1200,90,7764.95,243.18
14,60,25,240,79,3982.40,303.11
26,39,30,1801,6,74.69,2.72
11,79,18,917,98,5209.35,299.08
5,64,29,1318,89,6190.82,293.93
12,92,19,666,14,713.16,37.70
33,30,29,878,75,6622.18,73.15
40,76,10,1260,55,5104.41,54.85
35,6,16,356,96,9156.30,218.98
50,30,7,1510,58,1882.63,175.18
17,62,6,436,76,4009.96,265.11
19,11,19,453,66,1849.85,70.34
44,91,13,419,77,6230.57,606.30
31,8,20,680,13,544.95,35.39
11,74,23,1201,59,1888.19,25.33
21,31,24,1506,71,4464.35,51.90
25,38,13,43,81,6129.75,345.04
33,12,4,159,50,4856.12,183.58
9,75,10,1024,16,910.87,33.74
44,67,13,1826,54,48.99,0.83
44,65,12,290,58,5505.21,457.60
12,58,2,776,33,200.19,15.80
24,39,8,1154,3,266.09,12.18
48,25,30,1305,95,7723.09,121.01
13,59,15,137,70,422.23,14.99
25,55,30,125,65,3075.41,257.90
5,23,28,1079,97,8792.36,801.25
43,46,26,1586,64,5423.88,358.51
25,67,30,413,56,1369.11,61.03
22,76,14,1815,75,278.51,9.24
18,73,12,1803,16,796.49,28.81
42,48,23,1599,90,3661.46,162.43
17,20,27,179,95,5247.32,356.59
14,27,25,1662,56,5154.35,11.52
46,22,7,501,45,1178.39,82.62
47,67,25,156,94,5417.38,517.99
10,56,13,246,63,2869.59,151.74
25,39,10,612,74,7176.44,121.09
8,33,24,788,1,39.71,0.59
40,53,15,1459,14,552.20,27.21
34,60,30,293,40,932.49,67.23
45,63,21,1262,29,1645.71,19.24
7,40,23,854,6,232.22,14.24
42,48,8,504,30,748.11,37.07
39,88,9,1058,89,4648.95,225.56
16,84,23,1752,63,4129.59,303.12
48,62,26,252,19,1479.34,19.55
50,58,10,546,13,1231.24,47.64
31,26,21,605,12,85.59,7.43
7,9,2,1080,12,844.51,22.70
11,28,14,1634,37,1770.66,24.56
17,78,26,1519,61,30.59,2.92
1,71,21,1809,45,4385.51,344.01
36,89,17,1161,35,2369.58,105.14
7,16,14,1807,12,237.13,0.46
37,77,10,1073,78,98.20,9.09
43,91,14,783,7,671.63,39.57
28,75,7,1113,46,79.06,7.10
15,56,1,1761,71,5147.78,78.53
12,68,27,1486,21,1135.42,90.64
11,25,17,1488,47,340.40,11.67
23,16,26,559,98,5292.01,387.28
13,99,14,311,47,4234.08,349.07
3,13,29,1661,5,120.24,11.17
40,12,28,1420,25,1816.01,80.13
33,4,26,1633,79,3864.31,238.45
38,61,14,1510,28,2.20,0.07
32,85,16,662,95,2075.65,37.60
20,96,17,467,74,5394.24,105.34
33,58,21,424,92,4734.00,230.00
9,30,28,681,15,890.40,72.79
50,38,28,1058,4,222.73,14.35
6,54,12,165,39,2982.98,136.63
9,68,10,1154,84,7765.07,533.68
45,23,8,678,94,4233.63,178.16
26,72,3,981,87,7090.07,68.77
4,30,8,213,45,3315.58,54.81
45,24,28,466,95,3664.68,239.15
11,91,8,662,30,102.91,7.10
21,84,19,927,42,3238.50,48.33
30,18,12,1583,43,3258.71,239.21
30,26,3,249,37,3063.63,169.79
3,65,23,1602,83,1354.46,108.29
10,17,11,814,96,9255.99,418.29
10,67,10,478,13,843.65,36.98
22,59,5,608,89,7747.54,405.70
48,20,1,763,8,318.49,28.57
45,92,23,1650,39,2747.20,197.03
27,16,10,40,70,1193.07,16.61
28,21,14,1298,19,1389.21,114.40
37,78,7,1758,76,1073.27,18.45
3,98,3,1663,52,3496.35,333.32
34,72,13,467,6,327.37,22.71
39,14,28,910,45,3463.09,188.94
13,48,3,1506,32,392.06,30.78
11,97,21,1822,9,36.99,2.29
16,68,5,988,94,5174.76,369.04
30,66,17,9,83,4052.46,88.57
3,68,30,1484,78,4792.00,468.85
8,14,6,1278,47,670.99,52.33
13,27,3,1075,17,837.62,44.80
19,78,16,1125,11,649.61,13.67
11,25,29,436,33,1811.81,153.74
11,99,11,322,12,296.37,23.96
25,4,24,879,1,19.51,1.80
37,35,16,432,9,813.52,6.91
38,73,5,318,37,3441.29,245.55
35,67,9,214,87,7464.91,392.07
11,45,25,519,21,327.25,31.40
20,84,3,1317,70,3666.17,216.38
10,36,14,1046,63,2543.79,234.72
2,50,13,1797,91,2634.77,194.63
38,1,18,1084,5,169.15,12.37
38,54,17,523,56,3501.64,197.70
19,48,9,1724,31,2262.87,225.46
39,63,18,105,23,1149.86,21.03
11,28,27,1118,72,1818.39,124.16
28,69,1,1721,65,5602.05,262.52
45,87,20,1166,33,2401.70,161.76
18,51,17,191,3,285.28,9.61
29,81,14,1250,50,746.82,74.60
1,21,17,1100,74,3637.75,187.39
39,35,4,1409,21,549.51,46.85
22,6,28,1320,12,1135.17,88.67
13,22,10,1673,30,2826.63,96.65
18,51,12,564,13,672.63,44.66
17,61,22,1452,25,1209.97,6.49
32,16,7,858,24,84.52,6.22
33,5,8,495,63,545.93,49.55
2,91,16,934,83,5042.87,232.59
14,98,3,606,38,3589.40,265.38
46,96,23,868,56,3527.40,217.56
9,57,22,381,30,1344.69,39.73
43,96,13,759,55,110.32,9.09
34,7,12,417,5,302.96,18.61
10,48,6,1572,41,2729.45,87.94
35,22,10,1240,89,7035.56,274.21
50,80,2,28,3,111.39,1.45
10,13,4,681,14,65.41,2.20
3,66,10,1596,8,329.37,25.21
21,12,18,1291,64,2865.00,269.38
29,57,12,1247,72,5987.12,9.29
4,62,25,349,27,265.07,18.14
12,40,23,398,13,57.63,1.25
39,51,1,395,43,704.30,68.65
37,10,24,113,79,3268.67,2.16
27,47,9,1734,68,2752.11,81.72
28,87,11,508,58,3380.98,334.34
28,54,16,1495,68,306.86,24.63
12,92,14,1764,85,1470.20,47.58
48,100,19,94,3,70.78,4.14
15,45,8,485,98,6566.00,296.75
42,92,15,302,40,2303.78,12.18
22,33,12,1396,42,1779.92,175.84
44,27,16,454,3,80.78,2.96
41,7,22,491,49,4411.09,25.87
14,44,20,1517,26,1198.32,5.11
15,11,23,274,11,6.64,0.47
14,34,22,1047,95,1961.92,98.81
2,84,21,1209,11,393.25,36.10
3,48,12,1515,11,1095.48,85.88
30,27,7,1207,84,1681.47,126.30
5,24,7,1298,37,2736.79,148.12
34,77,20,422,95,632.28,9.07
28,36,1,1482,37,3135.50,24.24
20,49,6,1442,53,2584.62,134.50
4,36,15,293,39,2268.59,212.63
48,67,10,217,78,997.80,37.72
50,98,10,1155,52,1415.42,6.93
44,58,17,1617,35,104.29,8.09
18,5,24,1452,86,6215.90,151.10
24,6,27,1036,50,2749.69,14.83
15,73,7,357,31,1489.71,54.04
38,15,4,1281,95,4.59,0.18
18,91,24,192,6,180.74,16.22
30,48,3,793,9,550.19,33.99
2,31,19,1146,7,230.63,22.39
30,99,1,710,99,7816.09,685.57
47,30,3,1232,81,6169.37,13.60
18,36,27,1577,87,7592.55,222.61
34,84,8,572,77,7016.74,12.21
36,92,23,814,96,4643.32,147.74
3,74,29,1075,23,1662.75,159.35
36,86,20,1082,32,771.25,44.13
33,90,18,1212,17,1441.94,54.02
44,100,29,1706,12,1050.35,23.56
37,15,22,59,27,1726.51,54.89
13,2,2,816,30,1653.41,21.87
19,60,5,1485,76,2251.47,177.89
24,30,20,1215,78,5102.37,305.37
36,81,10,1781,23,193.15,9.73
11,9,22,514,28,1940.26,35.08
46,68,8,1293,72,4570.82,216.12
27,93,10,1618,13,1005.75,59.64
12,54,23,152,97,8904.37,639.77
17,40,21,1271,43,2159.26,25.87
18,64,9,1347,79,1529.71,54.93
39,15,6,61,25,1663.88,5.33
48,87,20,808,89,7882.89,411.09
37,96,6,998,39,1358.92,73.98
35,62,24,1668,42,1369.09,31.66
48,24,10,93,4,338.32,21.26
35,17,22,1673,66,1996.35,110.39
12,62,9,1546,77,2587.41,215.87
40,14,29,92,47,1813.31,160.12
7,95,19,779,100,4118.45,280.44
28,10,12,551,22,2137.21,164.73
44,59,22,331,71,7055.08,425.81
3,89,23,575,55,4135.73,94.68
44,81,27,1553,72,4047.11,135.33
37,33,1,1428,97,2057.74,191.91
1,56,10,190,3,32.61,1.54
10,77,2,103,9,559.11,3.23
12,42,3,1716,5,192.63,3.58
7,30,5,302,70,6170.29,315.53
37,83,24,461,71,65.71,5.40
34,8,29,1171,37,329.63,17.68
7,96,29,136,19,60.56,3.93
28,62,10,1624,91,2667.38,54.61
26,88,3,858,16,1295.39,129.33
11,12,20,20,56,2738.11,169.04
24,79,7,1321,13,1132.67,95.53
12,2,28,1717,72,1215.22,65.03
11,80,15,987,86,6863.98,581.54
25,58,9,758,100,6573.00,576.53
14,36,27,1029,49,1934.49,146.54
40,96,16,275,30,572.70,48.25
40,59,13,816,40,1156.69,107.63
12,72,19,956,20,1770.84,16.08
24,9,7,1035,30,1385.79,131.01
3,41,11,1630,40,3870.87,93.57
21,22,22,620,88,5745.12,334.81
35,19,3,1252,70,1781.55,16.76
26,96,22,795,56,5443.66,190.80
35,11,25,89,45,1134.00,108.22
33,34,1,675,42,1484.02,142.92
23,77,7,1196,82,57.54,2.04
41,25,26,605,93,3870.98,291.11
24,34,14,3,22,2012.88,31.07
46,41,26,510,32,554.10,4.47
44,18,23,733,71,2803.67,89.13
38,47,15,1144,86,5895.66,267.05
14,73,13,1668,72,2123.10,29.21
19,55,22,1662,77,5396.49,390.85
6,3,16,332,77,3219.55,41.57
31,15,19,1240,16,1167.96,103.29
15,59,13,154,65,648.11,62.41
44,53,11,1498,5,126.85,5.26
11,84,23,1095,33,1054.02,99.95
42,31,10,849,36,1322.01,77.88
2,25,13,272,14,897.25,46.69
7,17,4,1399,18,991.74,95.98
1,9,27,471,24,650.81,48.38
40,57,10,984,32,1890.99,2.75
24,26,27,560,62,2373.94,211.75
49,13,18,1054,18,1431.63,4.29
9,18,2,314,29,2875.36,178.50
9,53,13,870,87,8085.87,11.54
10,52,17,3,96,3512.19,156.29
43,44,24,102,14,779.09,50.63
39,93,13,94,47,922.86,59.55
7,10,15,24,51,4656.79,93.24
25,23,3,306,35,1878.40,49.82
8,9,27,1201,87,3379.68,34.75
14,21,20,627,38,2669.85,15.57
45,75,30,733,50,4309.86,312.99
37,80,19,641,21,1127.21,36.50
33,49,11,1109,82,4701.78,465.31
45,72,19,125,88,8626.77,172.09
50,74,3,1210,60,4077.79,351.41
46,67,17,429,25,473.50,14.86
15,87,8,522,47,4096.61,40.52
5,66,24,1622,45,2948.75,50.79
15,8,18,439,72,4662.17,395.59
7,42,26,1703,94,5210.97,288.27
33,48,22,1350,19,1799.30,59.29
35,1,20,441,58,76.98,6.25
31,90,12,194,27,1382.92,129.45
9,72,28,1170,80,4406.24,192.46
3,65,5,430,87,1814.52,51.25
24,52,18,1129,58,2107.03,86.41
29,43,24,1301,80,4403.47,167.37
25,64,10,471,12,212.18,11.54
30,82,30,188,67,3149.74,262.56
25,95,3,230,100,6916.70,31.12
29,22,3,263,11,411.52,18.70
43,96,25,1179,76,3489.99,197.59
45,59,9,337,20,1255.30,92.81
24,89,16,1501,82,5476.73,300.84
8,18,8,1743,31,1220.43,87.51
12,14,30,1002,37,1245.13,40.61
27,81,18,1513,94,168.95,14.18
19,79,25,1621,51,3667.04,237.64
8,49,4,1096,31,3098.03,197.08
35,50,11,225,39,720.31,60.97
13,64,18,1492,44,2507.76,225.48
35,93,20,1309,51,596.89,42.13
12,80,22,106,41,4047.03,170.13
24,77,29,1464,58,2782.43,243.56
45,91,30,788,25,1989.23,74.44
10,42,5,1486,4,191.10,12.82
41,25,13,1646,32,1627.71,63.86
50,26,27,662,99,5203.70,228.27
10,29,30,638,28,1355.67,76.77
30,25,15,116,74,538.54,25.54
1,72,9,8,69,4106.82,156.71
21,61,6,156,37,1991.22,66.92
26,42,13,1565,83,3852.69,87.66
29,92,28,147,82,3418.02,0.24
3,77,17,1412,88,5508.66,262.32
44,29,4,101,40,1966.40,192.13
41,71,5,1119,60,2802.12,128.55
43,73,7,1563,79,5848.24,374.24
32,41,15,555,25,2216.26,58.72
8,3,20,605,99,9051.32,584.49
36,89,20,1524,94,1532.42,93.30
48,28,18,200,17,907.77,67.24
24,64,25,1461,47,3340.69,143.80
6,31,9,1111,96,8022.01,456.27
20,8,14,438,83,5036.27,22.99
20,96,2,777,47,2015.08,194.99
4,14,18,491,39,75.45,2.23
42,23,23,604,83,8026.33,111.34
5,6,26,646,27,288.57,2.33
13,23,15,858,27,469.72,40.77
33,70,13,525,87,3812.25,294.62
29,2,19,1639,74,3729.89,56.05
8,68,23,513,32,876.19,57.29
13,47,9,1262,99,842.89,54.40
10,11,8,794,31,1193.84,21.96
24,49,25,1225,93,7398.98,317.35
49,99,12,1339,42,1676.50,165.11
32,2,5,1201,40,2017.66,6.98
31,86,8,10,9,80.98,6.42
36,14,12,1728,4,127.36,5.00
16,95,7,137,72,6837.86,511.25
5,57,20,509,63,4012.71,244.28
49,5,26,1109,80,6338.41,13.22
43,39,9,349,63,5942.56,244.82
50,27,24,827,97,6625.61,62.48
6,37,12,1709,66,3885.63,102.40
29,64,4,336,79,4675.95,117.24
10,1,20,453,30,2884.73,148.89
40,10,26,1783,78,1267.03,103.66
34,62,22,1798,57,286.50,27.24
